Index,Name,Sport,Position,Height,Weight,Academic Year,Previous School,Year,Hometown,High School
77.0,Mike Ramos,Football,OL,,,So.,,2012,"Cleveland, Ohio",
78.0,Alex Dixon,Football,OL,,,Fr.,,2012,"Alpharetta, Ga.",
79.0,Michael Willis,Football,OL,,,Jr.,,2012,"Rutherford, N.J.",
80.0,Caleb Slate,Football,OL,,,Fr.,,2012,"Middleburg, Fla.",
81.0,Kevin Mill,Football,OL,,,Sr.,,2012,"West Chester, Penn.",
,,Football,,,,,,2012,,
82.0,Michael Major,Football,OL,,,Jr.,,2012,"Tulsa, Okla.",
83.0,Spenser Huston,Football,OL,,,So.,,2012,"Summit, N.J.",
84.0,Mike Catapano,Football,DL,,,Sr.,,2012,"Bayville, N.Y.",
85.0,Taylor Pearson,Football,OL,,,Jr.,,2012,"Allen, Texas",
86.0,Britt Colcolough,Football,OL,,,Fr.,,2012,"Memphis, Tenn.",
87.0,Luke Taylor,Football,WR,,,Sr.,,2012,"Carrollton, Texas",
88.0,Robby Templeton,Football,WR,,,So.,,2012,"Sacramento, Calif.",
89.0,Alex Walter,Football,TE,,,Fr.,,2012,"Haddonfield, N.J.",
90.0,Alex Powell,Football,DL,,,So.,,2012,"Tulsa, Okla.",
91.0,Dylan Jeffay,Football,WR,,,So.,,2012,"Atlanta, Ga.",
92.0,Dylan White,Football,TE,,,Fr.,,2012,"Pittsburgh, Pa.",
93.0,Shane Wilkinson,Football,WR,,,Sr.,,2012,"Lubbock, Texas",
94.0,Seth DeValve,Football,WR,,,So.,,2012,"Manchester, Conn.",
95.0,Mark Hayes,Football,TE,,,Sr.,,2012,"Tulsa, Okla.",
96.0,Tom Moak,Football,WR,,,Sr.,,2012,"Atlanta, Ga.",
97.0,Des Smith,Football,TE,,,Jr.,,2012,"Watertown, Wis.",
98.0,Chris Pondo,Football,DL,,,Jr.,,2012,"Monroeville, N.J.",
99.0,Luke Merrell,Football,LB,,,So.,,2012,"Canton, Ohio",
100.0,Joe Robin,Football,DL,,,Jr.,,2012,"Vestavia Hills, Ala.",
101.0,Matthew Skowron,Football,DL,,,Fr.,,2012,"Cary, N.C.",
102.0,Victor Prato,Football,DL,,,So.,,2012,"Lincolndale, N.Y.",
103.0,Matt Landry,Football,DL,,,Sr.,,2012,"Pittsford, N.Y.",
104.0,Dan Dreher,Football,DL,,,Fr.,,2012,"Westlake, Ohio",
105.0,Grayson Fisher,Football,DL,,,Fr.,,2012,"Upper Arlington, Ohio",
0.0,Victoria Rosenfeld,Football,DIET,,,Rs.,,2013,,
0.0,Elijah Mitchell,Football,DB,,,Sr.,,2013,"Las Vegas, Nev.",
1.0,Anthony Gaffney,Football,CB,,,So.,,2013,"Columbus, N.J.",
2.0,Roman Wilson,Football,WR,,,Sr.,,2013,"Broken Arrow, Okla.",
3.0,Quinn Epperly,Football,QB,,,Jr.,,2013,"Knoxville, Tenn.",
4.0,Nick Peabody,Football,QB/TE,,,Fr.,,2013,"West Yarmouth, Mass.",
5.0,Tyler Roth,Football,DB/P,,,Fr.,,2013,"Pittsburgh, Pa.",
6.0,Kedric Bostic,Football,QB,,,So.,,2013,"Jupiter, Fla.",
,,Football,,,,,,2013,,
7.0,Markus Phox,Football,DB,,,Fr.,,2013,"Wichita, Kan.",
8.0,Matt Arends,Football,DB,,,So.,,2013,"Prior Lake, Minn.",
9.0,Garrett Gosse,Football,QB,,,So.,,2013,"Las Vegas, Nev.",
10.0,Nolan Bieck,Football,PK,,,So.,,2013,"Fort Lauderdale, Fla.",
11.0,Max Lescano,Football,DB,,,So.,,2013,"Fort Lauderdale, Fla.",
12.0,Teddy Graves,Football,DB,,,Fr.,,2013,"Chappaqua, N.Y.",
13.0,Chad Kanoff,Football,QB,,,Fr.,,2013,"Pacific Palisades, Calif.",
14.0,Malik Jackson,Football,QB,,,Sr.,,2013,"Jacksonville, Fla.",
15.0,Caraun Reid,Football,DL,,,Sr.,,2013,"Bronx, N.Y.",
16.0,Samuel Huffman,Football,DB,,,Fr.,,2013,"Lima, Ohio",
17.0,Connor Michelsen,Football,QB,,,Jr.,,2013,"Plano, Texas",
18.0,Jack Verducci,Football,QB,,,Jr.,,2013,"Iowa City, Iowa",
19.0,Dorian Williams,Football,DB,,,Fr.,,2013,"Streetsboro, Ohio",
20.0,Isaiah Barnes,Football,WR,,,So.,,2013,"Freeport, N.Y.",
21.0,Matt Costello,Football,WR,,,Jr.,,2013,"Everett, Mass.",
22.0,Travis McHugh,Football,WR,,,So.,,2013,"Woodside, Calif.",
23.0,James Gales,Football,DB,,,Fr.,,2013,"New York, N.Y.",
24.0,Connor Kelley,Football,WR,,,Jr.,,2013,"Batesville, Ind.",
25.0,Jimmy von Thron,Football,DB,,,Jr.,,2013,"Jacksonville, Fla.",
26.0,Lawrence Wilson,Football,WR,,,Fr.,,2013,"Portland, Ore.",
27.0,Brian Mills,Football,RB,,,Sr.,,2013,"Edmond, Okla.",
28.0,Trocon Davis,Football,DB,,,Sr.,,2013,"Plymouth Meeting, Pa.",
29.0,Taylor James,Football,DB,,,Sr.,,2013,"Davie, Fla.",
30.0,Dré Nelson,Football,RB,,,So.,,2013,"Stone Mountain, Ga.",
31.0,AJ Glass,Football,RB,,,Fr.,,2013,"Lake Oswego, Ore.",
,,Football,,,,,,2013,,
32.0,John Hill,Football,DB,,,So.,,2013,"Warren, Mich",
33.0,Chris Smith,Football,DB,,,So.,,2013,"Pittsburg, Kan.",
34.0,Durelle Napier,Football,DB,,,Fr.,,2013,"Central Islip, N.Y.",
35.0,DiAndre Atwater,Football,RB,,,So.,,2013,"Duluth, Ga.",
36.0,Phillip Bhaya,Football,DB,,,Sr.,,2013,"Haddonfield, N.J.",
37.0,Connor Grogan,Football,WR,,,Fr.,,2013,"Manasquan, N.J.",
38.0,Jakobi Johnson,Football,CB,,,Jr.,,2013,"Aurora, Ill.",
39.0,Wes Moon,Football,LB,,,So.,,2013,"Superior, Colo.",
40.0,Jonathan Esposito,Football,TB,,,Jr.,,2013,"West Hartford, Conn.",
41.0,Andrew Frisby,Football,CB,,,So.,,2013,"Tucson, Az.",
42.0,Luke Catarius,Football,LB,,,Fr.,,2013,"Sandwich, Mass.",
43.0,Mike Zeuli,Football,LB,,,Jr.,,2013,"Marlton, N.J.",
44.0,Will Powers,Football,TB,,,Jr.,,2013,"Jupiter, Fla.",
45.0,Joe Rhattigan,Football,RB,,,Fr.,,2013,"Naperville, Ill.",
46.0,Trevor Osborne,Football,WR,,,Fr.,,2013,"Peoria, Az.",
47.0,Joe Bonura,Football,FB,,,Jr.,,2013,"Winter Springs, Fla.",
48.0,John Ed McGee,Football,DB,,,Sr.,,2013,"Houston, Texas",
49.0,Nick Fekula,Football,DB,,,So.,,2013,"Monongahela, Pa.",
50.0,Evan Kappatos,Football,DL,,,So.,,2013,"Syosset, N.Y.",
51.0,Jason Ray,Football,LB,,,Sr.,,2013,"Clarkston, Mich.",
52.0,Ty Desiré,Football,DL,,,Fr.,,2013,"Uniondale, N.Y.",
53.0,Ray Han,Football,LB,,,So.,,2013,"Katy, Texas",
54.0,Jess Patton,Football,LB,,,Jr.,,2013,"Murfreesboro, Tenn.",
55.0,Garrit Leicht,Football,LB,,,Jr.,,2013,"Louisville, Ky.",
56.0,Brendan Sofen,Football,K,,,Jr.,,2013,"Manhattan Beach, Calif.",
,,Football,,,,,,2013,,
57.0,Brannon Jones,Football,LB,,,Fr.,,2013,"Greenwood Village, Colo.",
58.0,Zach Smith,Football,RB,,,So.,,2013,"Pittsburg, Kan.",
59.0,Jack Woodall,Football,OL,,,Jr.,,2013,"Cincinnati, Ohio",
60.0,Jacob Cannon,Football,OL,,,Fr.,,2013,"Scarsdale, N.Y.",
61.0,Joe Smith,Football,LB,,,So.,,2013,"West Seneca, N.Y.",
62.0,Pat Hall,Football,LS,,,Fr.,,2013,"Pittsburgh, Pa.",
63.0,Joe Tull,Football,OL,,,Jr.,,2013,"Cincinnati, Ohio",
64.0,Rohan Hylton,Football,LB,,,Fr.,,2013,"Orlando, Fla.",
65.0,RJ Paige,Football,LB,,,Fr.,,2013,"West Hartford, Conn.",
66.0,Marcus Stroud,Football,LB,,,So.,,2013,"Prosper, Texas",
67.0,Alex Polofsky,Football,LB,,,Sr.,,2013,"Matthews, N.C.",
68.0,Greg Sotereanos,Football,DL,,,Sr.,,2013,"Elizabeth, Pa.",
69.0,Scott Northcutt,Football,LB,,,Fr.,,2013,"Plantation, Fla.",
70.0,Connor Moore,Football,OL,,,Fr.,,2013,"Vero Beach, Fla.",
71.0,Max Wardaki,Football,OL,,,Jr.,,2013,"Stamford, Conn.",
72.0,John Hummel,Football,DL,,,Fr.,,2013,"Ofallon, Mo.",
73.0,Joe Goss,Football,OL,,,Sr.,,2013,"Massapequa, N.Y.",
74.0,Max Coale,Football,OL,,,Sr.,,2013,"Highland, Md.",
75.0,Ryan Peloquin,Football,OL,,,Jr.,,2013,"Bristol, Conn.",
76.0,Henry Schlossberg,Football,DL,,,Fr.,,2013,"Los Angeles, Calif.",
77.0,Andrew Shafer,Football,OL,,,Jr.,,2013,"Raleigh, N.C.",
78.0,Hunter Hill,Football,DL,,,Fr.,,2013,"Roswell, Ga.",
79.0,Ian McGeary,Football,DL,,,So.,,2013,"North Brunswick, N.J.",
80.0,Mike Ramos,Football,OL,,,Jr.,,2013,"Cleveland, Ohio",
81.0,Alex Dixon,Football,OL,,,So.,,2013,"Alpharetta, Ga.",
,,Football,,,,,,2013,,
82.0,Michael Willis,Football,OL,,,Sr.,,2013,"Rutherford, N.J.",
83.0,Caleb Slate,Football,OL,,,So.,,2013,"Middleburg, Fla.",
84.0,Jack Knight,Football,OL,,,Fr.,,2013,"Charlotte, N.C.",
85.0,Michael Major,Football,OL,,,Sr.,,2013,"Tulsa, Okla.",
86.0,Spenser Huston,Football,OL,,,Jr.,,2013,"Summit, N.J.",
87.0,Mason Darrow,Football,OL,,,Fr.,,2013,"Lake Barrington, Ill.",
88.0,Alex Powell,Football,OL,,,Jr.,,2013,"Tulsa, Okla.",
89.0,Britt Colcolough,Football,OL,,,So.,,2013,"Memphis, Tenn.",
90.0,Alex Ford,Football,DB,,,Fr.,,2013,"La Canada Flintridge, Calif.",
91.0,Robby Templeton,Football,WR,,,Jr.,,2013,"Sacramento, Calif.",
92.0,Alex Walter,Football,TE,,,So.,,2013,"Haddonfield, N.J.",
93.0,Daniel McCord,Football,WR,,,Jr.,,2013,"North Babylon, N.Y.",
94.0,Dylan Jeffay,Football,WR,,,Jr.,,2013,"Atlanta, Ga.",
95.0,Dylan White,Football,TE,,,So.,,2013,"Pittsburgh, Pa.",
96.0,Evan Perkins,Football,WR,,,Fr.,,2013,"Menlo Park, Calif.",
97.0,Seth DeValve,Football,WR,,,Jr.,,2013,"Manchester, Conn.",
98.0,Scott Carpenter,Football,TE,,,Fr.,,2013,"Vienna, Va.",
99.0,James Frusciante,Football,WR,,,Fr.,,2013,"Westport, Conn.",
100.0,Des Smith,Football,TE,,,Sr.,,2013,"Watertown, Wis.",
101.0,Chris Pondo,Football,DL,,,Sr.,,2013,"Monroeville, N.J.",
102.0,Luke Merrell,Football,LB,,,Jr.,,2013,"Canton, Ohio",
103.0,Joe Robin,Football,DL,,,Sr.,,2013,"Vestavia Hills, Ala.",
104.0,Birk Olson,Football,LB,,,Fr.,,2013,"Monticello, Minn.",
105.0,Victor Prato,Football,DL,,,Jr.,,2013,"Lincolndale, N.Y.",
106.0,Matt Landry,Football,DL,,,Sr.,,2013,"Pittsford, N.Y.",
,,Football,,,,,,2013,,
107.0,Dan Dreher,Football,DL,,,So.,,2013,"Westlake, Ohio",
108.0,Dave Pennoni,Football,DL,,,Jr.,,2013,"Havertown, Pa.",
109.0,Grayson Fisher,Football,DL,,,So.,,2013,"Upper Arlington, Ohio",
0.0,Reinaldo Maristany,Football,WR,,,Fr.,,2014,"New Rochelle, N.Y.",
1.0,Anthony Gaffney,Football,CB,,,Jr.,,2014,"Columbus, N.J.",
2.0,Jacob Lewis,Football,QB,,,Fr.,,2014,"Edmond, Okla.",
3.0,Dorian Williams,Football,DB,,,So.,,2014,"Streetsboro, Ohio",
4.0,Quinn Epperly,Football,QB,,,Sr.,,2014,"Knoxville, Tenn.",
5.0,Tyler Roth,Football,DB/P,,,So.,,2014,"Pittsburgh, Pa.",
6.0,Joe Salter,Football,QB,,,Fr.,,2014,"West Caldwell, N.J.",
,,Football,,,,,,2014,,
7.0,Kedric Bostic,Football,QB,,,Jr.,,2014,"Jupiter, Fla.",
8.0,Teddy Graves,Football,DB,,,So.,,2014,"Chappaqua, N.Y.",
9.0,Matt Arends,Football,DB,,,Jr.,,2014,"Prior Lake, Minn.",
10.0,Garrett Gosse,Football,QB,,,Jr.,,2014,"Las Vegas, Nev.",
11.0,Nolan Bieck,Football,PK,,,Jr.,,2014,"Fort Lauderdale, Fla.",
12.0,Max Lescano,Football,DB,,,Jr.,,2014,"Fort Lauderdale, Fla.",
13.0,John Lovett,Football,QB,,,Fr.,,2014,"Wantagh, N.Y.",
14.0,Khamal Brown,Football,DB,,,Jr.,,2014,"Atlanta, Ga.",
15.0,Chad Kanoff,Football,QB,,,So.,,2014,"Pacific Palisades, Calif.",
16.0,Markus Phox,Football,DB,,,So.,,2014,"Wichita, Kan.",
17.0,Samuel Huffman,Football,DB,,,So.,,2014,"Lima, Ohio",
18.0,Connor Michelsen,Football,QB,,,Sr.,,2014,"Plano, Texas",
19.0,Jack Verducci,Football,TE,,,Sr.,,2014,"Iowa City, Iowa",
20.0,Isaiah Barnes,Football,WR,,,Jr.,,2014,"Freeport, N.Y.",
21.0,Matt Costello,Football,WR,,,Sr.,,2014,"Everett, Mass.",
22.0,Travis McHugh,Football,WR,,,Jr.,,2014,"Woodside, Calif.",
23.0,James Gales,Football,DB,,,So.,,2014,"New York, N.Y.",
24.0,Adam Hoffman,Football,DB,,,Fr.,,2014,"Apple Valley, Minn.",
25.0,Connor Kelley,Football,WR,,,Sr.,,2014,"Batesville, Ind.",
26.0,Jimmy von Thron,Football,DB,,,Sr.,,2014,"Jacksonville, Fla.",
27.0,AJ Glass,Football,RB,,,So.,,2014,"Lake Oswego, Ore.",
28.0,Quincy Wolff,Football,LB,,,Fr.,,2014,"Atlanta, Ga.",
29.0,Chance Melancon,Football,DB,,,Fr.,,2014,"Allen, Texas",
30.0,Dré Nelson,Football,RB,,,Jr.,,2014,"Stone Mountain, Ga.",
31.0,John Hill,Football,DB,,,Jr.,,2014,"Warren, Mich",
,,Football,,,,,,2014,,
32.0,Chris Smith,Football,DB,,,Jr.,,2014,"Pittsburg, Kan.",
33.0,Durelle Napier,Football,DB,,,So.,,2014,"Central Islip, N.Y.",
34.0,DiAndre Atwater,Football,RB,,,Jr.,,2014,"Duluth, Ga.",
35.0,Hayden Murphy,Football,RB,,,Fr.,,2014,"Centerville, Mass.",
36.0,John Clarke,Football,WR,,,Fr.,,2014,"Houston, Texas",
37.0,Connor Grogan,Football,WR,,,So.,,2014,"Manasquan, N.J.",
38.0,Jakobi Johnson,Football,CB,,,Sr.,,2014,"Aurora, Ill.",
39.0,Wes Moon,Football,LB,,,Jr.,,2014,"Superior, Colo.",
40.0,Jonathan Esposito,Football,FB,,,Sr.,,2014,"West Hartford, Conn.",
41.0,Andrew Frisby,Football,DB,,,Jr.,,2014,"Tucson, Az.",
42.0,Luke Catarius,Football,LB,,,So.,,2014,"Sandwich, Mass.",
43.0,Mike Zeuli,Football,LB,,,Sr.,,2014,"Marlton, N.J.",
44.0,Will Powers,Football,TB,,,Sr.,,2014,"Jupiter, Fla.",
45.0,Joe Rhattigan,Football,RB,,,So.,,2014,"Naperville, Ill.",
46.0,Trevor Osborne,Football,WR,,,So.,,2014,"Peoria, Az.",
47.0,Joe Bonura,Football,FB,,,Sr.,,2014,"Winter Springs, Fla.",
48.0,Alex Ford,Football,DB,,,So.,,2014,"La Canada Flintridge, Calif.",
49.0,Joe Percival,Football,LB,,,Fr.,,2014,"Melville, N.Y.",
50.0,Scott Northcutt,Football,LB,,,So.,,2014,"Plantation, Fla.",
51.0,Evan Kappatos,Football,DL,,,Jr.,,2014,"Syosset, N.Y.",
52.0,Mark Fossati,Football,LB,,,Fr.,,2014,"Upper Saddle River, N.J.",
53.0,Ty Desiré,Football,DL,,,So.,,2014,"Uniondale, N.Y.",
54.0,Ray Han,Football,LB,,,Jr.,,2014,"Katy, Texas",
55.0,Mitchell Dunay,Football,FB,,,Fr.,,2014,"Cicero, N.Y.",
56.0,Luke Petruzzi,Football,TE,,,Fr.,,2014,"Gilbert, Az.",
,,Football,,,,,,2014,,
57.0,Garrit Leicht,Football,LB,,,Sr.,,2014,"Louisville, Ky.",
58.0,Deion King,Football,LB,,,Fr.,,2014,"Buford, Ga.",
59.0,Brendan Sofen,Football,K,,,Sr.,,2014,"Manhattan Beach, Calif.",
60.0,Brannon Jones,Football,DL,,,So.,,2014,"Greenwood Village, Colo.",
61.0,Thomas Martello,Football,LB,,,Fr.,,2014,"Rumson, N.J.",
62.0,Jack Woodall,Football,OL,,,Jr.,,2014,"Cincinnati, Ohio",
63.0,Baxter Ingram,Football,LB,,,So.,,2014,"Lebanon, Tenn.",
64.0,Pat Hall,Football,LS,,,So.,,2014,"Pittsburgh, Pa.",
65.0,Joe Tull,Football,OL,,,Sr.,,2014,"Cincinnati, Ohio",
66.0,Rohan Hylton,Football,LB,,,So.,,2014,"Orlando, Fla.",
67.0,RJ Paige,Football,LB,,,So.,,2014,"West Hartford, Conn.",
68.0,Marcus Stroud,Football,LB,,,Jr.,,2014,"Prosper, Texas",
69.0,Matthew Skowron,Football,LB,,,So.,,2014,"Cary, N.C.",
70.0,Nico Bayless,Football,LB,,,Fr.,,2014,"Glendale, Az.",
71.0,Mike Perloski,Football,LB,,,Fr.,,2014,"Harrisburg, Pa.",
72.0,Steven Fletcher,Football,OL,,,Fr.,,2014,"Old Brookville, N.Y.",
73.0,Max Wardaki,Football,OL,,,Sr.,,2014,"Stamford, Conn.",
74.0,John Hummel,Football,DL,,,So.,,2014,"Ofallon, Mo.",
75.0,Tom Yetter,Football,OL,,,Sr.,,2014,"Klein, Texas",
76.0,Richard Bush,Football,OL,,,Fr.,,2014,"Tampa, Fla.",
77.0,Ryan Peloquin,Football,OL,,,Sr.,,2014,"Bristol, Conn.",
78.0,Henry Schlossberg,Football,DL,,,So.,,2014,"Los Angeles, Calif.",
79.0,David Hartmeier,Football,OL,,,Fr.,,2014,"Los Angeles, Calif.",
80.0,Hunter Hill,Football,DL,,,So.,,2014,"Roswell, Ga.",
81.0,Ian McGeary,Football,DL,,,Jr.,,2014,"North Brunswick, N.J.",
,,Football,,,,,,2014,,
82.0,Erik Ramirez,Football,OL,,,Fr.,,2014,"York, Pa.",
83.0,Mike Ramos,Football,OL,,,Sr.,,2014,"Cleveland, Ohio",
84.0,Alex Dixon,Football,OL,,,Jr.,,2014,"Alpharetta, Ga.",
85.0,Mitchell Sweigart,Football,OL,,,Fr.,,2014,"Washington Boro, Pa.",
86.0,Caleb Slate,Football,OL,,,Jr.,,2014,"Middleburg, Fla.",
87.0,Jack Knight,Football,OL,,,So.,,2014,"Charlotte, N.C.",
88.0,Taylor Pearson,Football,OL,,,Sr.,,2014,"Allen, Texas",
89.0,Spenser Huston,Football,OL,,,Sr.,,2014,"Summit, N.J.",
90.0,Mason Darrow,Football,OL,,,So.,,2014,"Lake Barrington, Ill.",
91.0,Zach Kuehm,Football,DL,,,Fr.,,2014,"Mountain Lakes, N.J.",
92.0,Alex Powell,Football,OL,,,Sr.,,2014,"Tulsa, Okla.",
93.0,Britt Colcolough,Football,OL,,,Jr.,,2014,"Memphis, Tenn.",
94.0,Robby Templeton,Football,WR,,,Sr.,,2014,"Sacramento, Calif.",
95.0,Spencer Long,Football,DB,,,Fr.,,2014,"Fort Collins, Colo.",
96.0,Lawrence Wilson,Football,WR,,,So.,,2014,"Portland, Ore.",
97.0,Spencer Cotten,Football,WR,,,Fr.,,2014,"Winnetka, Ill.",
98.0,Dylan Jeffay,Football,WR,,,Sr.,,2014,"Atlanta, Ga.",
99.0,Dylan White,Football,TE,,,Jr.,,2014,"Pittsburgh, Pa.",
100.0,Evan Perkins,Football,WR,,,So.,,2014,"Menlo Park, Calif.",
101.0,Seth DeValve,Football,WR,,,Sr.,,2014,"Manchester, Conn.",
102.0,Scott Carpenter,Football,TE,,,So.,,2014,"Vienna, Va.",
103.0,James Frusciante,Football,WR,,,So.,,2014,"Westport, Conn.",
104.0,Kurt Holuba,Football,DL,,,Fr.,,2014,"Ho-Ho-Kus, N.J.",
105.0,Logan Dziak,Football,DL,,,Fr.,,2014,"Powell, Ohio",
106.0,Luke Merrell,Football,LB,,,Sr.,,2014,"Canton, Ohio",
,,Football,,,,,,2014,,
107.0,Julian Perez,Football,DL,,,Fr.,,2014,"Lauderhill, Fla.",
108.0,Birk Olson,Football,LB,,,So.,,2014,"Monticello, Minn.",
109.0,Victor Prato,Football,DL,,,Sr.,,2014,"Lincolndale, N.Y.",
110.0,Khalil Bryant,Football,DL,,,Fr.,,2014,"Fleming Island, Fla.",
111.0,Dan Dreher,Football,DL,,,Jr.,,2014,"Westlake, Ohio",
112.0,Dave Pennoni,Football,DL,,,Sr.,,2014,"Havertown, Pa.",
113.0,Grayson Fisher,Football,DL,,,Jr.,,2014,"Upper Arlington, Ohio",
0.0,Reinaldo Maristany,Football,WR,5' 10'',160.0,So.,,2015,"New Rochelle, N.Y. ", Loomis-Chaffee
1.0,Anthony Gaffney,Football,DB,6' 1'',210.0,Sr.,,2015,"Columbus, N.J. ", Taft School
2.0,Jacob Lewis,Football,QB,6' 2'',215.0,So.,,2015,"Edmond, Okla. ", Bishop McGuinness
3.0,Dorian Williams,Football,DB,6' 0'',205.0,Jr.,,2015,"Streetsboro, Ohio ", Streetsboro
4.0,Jesper Horsted,Football,WR,6' 4'',200.0,Fr.,,2015,"Shoreview, Minn. ", Roseville Area
5.0,Tyler Roth,Football,DB/P,6' 1'',190.0,Jr.,,2015,"Pittsburgh, Pa. ", Mount Lebanon
6.0,Joe Salter,Football,QB,6' 0'',210.0,So.,,2015,"West Caldwell, N.J. ", West Caldwell
,,Football,,,,,,2015,,
7.0,AJ Glass,Football,RB,6' 0'',200.0,Jr.,,2015,"Lake Oswego, Ore. ", Jesuit
8.0,Matt Arends,Football,LB,6' 1'',220.0,Sr.,,2015,"Prior Lake, Minn. ", Prior Lake
9.0,Garrett Gosse,Football,QB,6' 4'',210.0,Sr.,,2015,"Las Vegas, Nev. ", The Meadows School
10.0,Nolan Bieck,Football,PK,6' 1'',190.0,Sr.,,2015,"Fort Lauderdale, Fla. ", St. Thomas Aquinas
11.0,Max Lescano,Football,DB,5' 10'',195.0,Sr.,,2015,"Fort Lauderdale, Fla. ", St. Thomas Aquinas
12.0,Nick Peabody,Football,QB,6' 3'',225.0,So.,,2015,"West Yarmouth, Mass. ", Barnstable
13.0,Khamal Brown,Football,DB,6' 1'',185.0,Sr.,,2015,"Atlanta, Ga. ", The Westminster School
14.0,Chad Kanoff,Football,QB,6' 4'',225.0,Jr.,,2015,"Pacific Palisades, Calif. ", Harvard Westlake
15.0,Markus Phox,Football,DB,6' 0'',200.0,Jr.,,2015,"Wichita, Kan. ", Wichita Collegiate
16.0,Samuel Huffman,Football,DB,6' 2'',190.0,Jr.,,2015,"Lima, Ohio ", Lima Central Catholic
17.0,John Lovett,Football,QB,6' 3'',225.0,So.,,2015,"Wantagh, N.Y. ", DeMatha Catholic
18.0,Connor Grogan,Football,WR,5' 9'',175.0,Jr.,,2015,"Manasquan, N.J. ", Manasquan
19.0,Isaiah Barnes,Football,WR,6' 4'',220.0,Sr.,,2015,"Freeport, N.Y. ", Freeport
20.0,Steven Mejia,Football,P/K,5' 10'',175.0,Fr.,,2015,"Doral, Fla. ", Ronald Reagan Doral
21.0,Kedric Bostic,Football,QB,6' 3'',220.0,Sr.,,2015,"Jupiter, Fla. ", Jupiter Christian
22.0,Brett Stewart,Football,DB,5' 11'',195.0,Fr.,,2015,"Garden City, N.Y. ", Garden City
23.0,Travis McHugh,Football,WR,6' 3'',240.0,Sr.,,2015,"Woodside, Calif. ", Bellarmine College Prep
24.0,Eli Stern,Football,DB,6' 1'',195.0,Fr.,,2015,"Los Angeles, Calif. ", Brentwood School
25.0,Jordan Argue,Football,WR,6' 3'',190.0,Fr.,,2015,"Hartland, Wis. ", Arrowhead
26.0,James Gales,Football,DB,5' 10'',190.0,Jr.,,2015,"New York, N.Y. ", Brooklyn Technical
27.0,Adam Hoffman,Football,DB,6' 0'',195.0,So.,,2015,"Apple Valley, Minn. ", Academy of Holy Angels
28.0,Anthony Siragusa,Football,WR,6' 1'',205.0,Fr.,,2015,"Chagrin Falls, Ohio ", Walsh Jesuit
29.0,Mike Wagner,Football,LB,6' 2'',225.0,Fr.,,2015,"Victor, N.Y. ", Victor
30.0,Charlie Volker,Football,RB,5' 11'',205.0,Fr.,,2015,"Fair Haven, N.J. ", Rumson-Fair Haven
31.0,Quincy Wolff,Football,LB,5' 11'',210.0,So.,,2015,"Atlanta, Ga. ", Woodward Academy
,,Football,,,,,,2015,,
32.0,Chance Melancon,Football,DB,5' 8'',185.0,So.,,2015,"Allen, Texas ", Allen
33.0,Dré Nelson,Football,RB,5' 5'',180.0,Sr.,,2015,"Stone Mountain, Ga. ", Greater Atlanta Christian
34.0,John Hill,Football,DB,5' 9'',190.0,Sr.,,2015,"Warren, Mich ", Detroit Country Day
35.0,Chris Smith,Football,DB,5' 11'',185.0,Sr.,,2015,"Pittsburg, Kan. ", St. Mary's-Colgan
36.0,Durelle Napier,Football,DB,6' 0'',210.0,Jr.,,2015,"Central Islip, N.Y. ", Loomis-Chaffee
37.0,DiAndre Atwater,Football,RB,5' 9'',210.0,Sr.,,2015,"Duluth, Ga. ", Peachtree Ridge
38.0,Ben Ellis,Football,DB,6' 0'',195.0,Fr.,,2015,"Memphis, Tenn. ", Briarcrest Christian School
39.0,Hayden Murphy,Football,RB,6' 2'',225.0,So.,,2015,"Centerville, Mass. ", Barnstable
40.0,John Clarke,Football,WR,6' 1'',200.0,So.,,2015,"Houston, Texas ", Houston Christian
41.0,TC Schneider,Football,DB,5' 9'',175.0,Fr.,,2015,"The Woodlands, Texas ", The Woodlands
42.0,Edward Rudinski,Football,LB,6' 2'',225.0,Fr.,,2015,"Santa Monica, Calif. ", Oaks Christian
43.0,Jake McFadden,Football,LB,6' 1'',205.0,Fr.,,2015,"London, Ky. ", North Laurel
44.0,Andrew Frisby,Football,DB,6' 1'',195.0,Sr.,,2015,"Tucson, Az. ", Sabino
45.0,Spencer Long,Football,DB,6' 0'',200.0,So.,,2015,"Fort Collins, Colo. ", Poudre
46.0,Luke Catarius,Football,LB,6' 0'',220.0,Jr.,,2015,"Sandwich, Mass. ", Boston College Prep
47.0,Tom Johnson,Football,LB,6' 0'',205.0,Fr.,,2015,"Moorestown, N.J. ", St. Joseph's Prep
48.0,Dominique Summerville,Football,RB,5' 6'',145.0,Fr.,,2015,"Charlotte, N.C. ", Myers Park
49.0,Nick Fekula,Football,DB,6' 1'',235.0,Jr.,,2015,"Monongahela, Pa. ", Elizabeth Forward
50.0,Joe Rhattigan,Football,RB,6' 0'',205.0,Jr.,,2015,"Naperville, Ill. ", Neuqua
51.0,Ben Novello,Football,DB,6' 0'',165.0,Fr.,,2015,"Tampa, Fla. ", Berkeley Prep
52.0,Trevor Osborne,Football,WR,6' 2'',215.0,Jr.,,2015,"Peoria, Az. ", Northwest Christian
53.0,Alex Ford,Football,DB,5' 10'',180.0,Jr.,,2015,"La Canada Flintridge, Calif. ", Loyola
54.0,Joe Percival,Football,LB,6' 1'',215.0,So.,,2015,"Melville, N.Y. ", Saint Anthony's
